file,pages,chars,chars_per_page,empty_frac,class,note
КР150_3.pdf,52,76355,1468.4,0.038,OK,
КР114_3.pdf,47,69022,1468.6,0.0,OK,
КР966_1.pdf,53,77962,1471.0,0.038,OK,
КР15_3.pdf,38,55902,1471.1,0.026,OK,
КР267_2.pdf,79,116395,1473.4,0.0,OK,
КР696_2.pdf,110,162135,1474.0,0.036,OK,
КР483_3.pdf,84,123892,1474.9,0.024,OK,
КР526_2.pdf,89,131358,1475.9,0.011,OK,
КР955_1.pdf,49,72330,1476.1,0.0,OK,
КР145_3.pdf,57,84160,1476.5,0.0,OK,
КР796_1.pdf,47,69441,1477.5,0.0,OK,
КР117_3.pdf,93,137498,1478.5,0.0,OK,
КР229_3.pdf,79,116811,1478.6,0.051,OK,
КР879_1.pdf,69,102069,1479.3,0.014,OK,
КР931_1.pdf,57,84321,1479.3,0.0,OK,
КР782_1.pdf,81,119914,1480.4,0.086,OK,
КР1034_1.pdf,46,68101,1480.5,0.022,OK,
КР119_3.pdf,83,122937,1481.2,0.0,OK,
КР197_2.pdf,85,126023,1482.6,0.012,OK,
КР331_2.pdf,66,97866,1482.8,0.03,OK,
КР933_1.pdf,52,77189,1484.4,0.019,OK,
КР551_3.pdf,70,103922,1484.6,0.014,OK,
КР752_1.pdf,103,152941,1484.9,0.0,OK,
КР700_3.pdf,53,78749,1485.8,0.038,OK,
КР971_1.pdf,56,83225,1486.2,0.018,OK,
КР37_2.pdf,109,162026,1486.5,0.0,OK,
КР969_1.pdf,73,108566,1487.2,0.0,OK,
КР739_2.pdf,191,284418,1489.1,0.016,OK,
КР805_1.pdf,46,68509,1489.3,0.0,OK,
КР915_1.pdf,90,134258,1491.8,0.044,OK,
КР563_2.pdf,48,71610,1491.9,0.021,OK,
КР146_2.pdf,56,83556,1492.1,0.018,OK,
КР129_3.pdf,167,249222,1492.3,0.012,OK,
КР82_3.pdf,91,135808,1492.4,0.022,OK,
КР957_1.pdf,66,98505,1492.5,0.015,OK,
КР369_2.pdf,40,59748,1493.7,0.025,OK,
КР409_3.pdf,69,103177,1495.3,0.014,OK,
КР1026_1.pdf,62,92713,1495.4,0.016,OK,
КР134_2.pdf,80,119770,1497.1,0.025,OK,
КР531_4.pdf,35,52404,1497.3,0.0,OK,
КР657_2.pdf,40,59894,1497.3,0.0,OK,
КР756_1.pdf,40,59924,1498.1,0.025,OK,
КР827_1.pdf,55,82403,1498.2,0.0,OK,
КР281_3.pdf,53,79410,1498.3,0.0,OK,
КР887_1.pdf,40,59943,1498.6,0.05,OK,
КР891_1.pdf,41,61501,1500.0,0.0,OK,
КР250_3.pdf,120,180202,1501.7,0.0,OK,
КР824_1.pdf,62,93106,1501.7,0.032,OK,
КР965_1.pdf,58,87190,1503.3,0.034,OK,
КР895_1.pdf,251,377459,1503.8,0.008,OK,
КР352_3.pdf,54,81285,1505.3,0.019,OK,
КР785_1.pdf,37,55715,1505.8,0.0,OK,
КР260_2.pdf,62,93497,1508.0,0.0,OK,
КР144_2.pdf,89,134266,1508.6,0.011,OK,
КР932_1.pdf,76,114652,1508.6,0.013,OK,
КР78_2.pdf,228,344176,1509.5,0.009,OK,
КР896_1.pdf,62,93649,1510.5,0.048,OK,
КР377_2.pdf,99,149563,1510.7,0.0,OK,
КР249_2.pdf,65,98219,1511.1,0.031,OK,
КР67_2.pdf,132,199577,1511.9,0.03,OK,
КР818_1.pdf,50,75604,1512.1,0.06,OK,
КР1017_1.pdf,39,59022,1513.4,0.026,OK,
КР97_2.pdf,61,92399,1514.7,0.0,OK,
КР502_2.pdf,78,118282,1516.4,0.013,OK,
КР115_2.pdf,72,109215,1516.9,0.014,OK,
КР858_1.pdf,61,92537,1517.0,0.016,OK,
КР600_2.pdf,76,115312,1517.3,0.013,OK,
КР871_1.pdf,71,107744,1517.5,0.028,OK,
КР188_3.pdf,31,47045,1517.6,0.032,OK,
КР936_1.pdf,103,156347,1517.9,0.01,OK,
КР16_4.pdf,251,381340,1519.3,0.008,OK,
КР455_3.pdf,148,224857,1519.3,0.02,OK,
КР541_2.pdf,76,115475,1519.4,0.0,OK,
КР9_3.pdf,35,53216,1520.5,0.029,OK,
КР588_3.pdf,60,91273,1521.2,0.017,OK,
КР495_2.pdf,80,121746,1521.8,0.013,OK,
КР662_2.pdf,44,67038,1523.6,0.0,OK,
КР836_1.pdf,41,62482,1524.0,0.0,OK,
КР925_1.pdf,45,68593,1524.3,0.044,OK,
КР10_5.pdf,145,221407,1526.9,0.007,OK,
КР946_1.pdf,79,120636,1527.0,0.013,OK,
КР618_3.pdf,74,113048,1527.7,0.0,OK,
КР1024_1.pdf,171,261282,1528.0,0.012,OK,
КР754_1.pdf,61,93223,1528.2,0.0,OK,
КР831_1.pdf,51,77946,1528.4,0.02,OK,
КР346_2.pdf,47,71899,1529.8,0.043,OK,
КР601_2.pdf,51,78026,1529.9,0.059,OK,
КР130_2.pdf,87,133155,1530.5,0.023,OK,
КР902_1.pdf,55,84269,1532.2,0.036,OK,
КР884_1.pdf,56,85858,1533.2,0.018,OK,
КР975_1.pdf,24,36817,1534.0,0.083,OK,
КР617_5.pdf,330,506499,1534.8,0.045,OK,
КР869_1.pdf,81,124331,1535.0,0.037,OK,
КР886_1.pdf,45,69082,1535.2,0.022,OK,
КР46_2.pdf,50,76766,1535.3,0.0,OK,
КР892_1.pdf,64,98411,1537.7,0.016,OK,
КР535_2.pdf,61,93824,1538.1,0.066,OK,
КР912_1.pdf,99,152268,1538.1,0.03,OK,
КР905_1.pdf,65,99999,1538.4,0.031,OK,
КР586_3.pdf,102,156951,1538.7,0.029,OK,
КР516_3.pdf,89,136977,1539.1,0.011,OK,
КР587_2.pdf,44,67790,1540.7,0.023,OK,
КР136_2.pdf,128,197241,1540.9,0.0,OK,
КР798_1.pdf,47,72438,1541.2,0.043,OK,
КР131_2.pdf,122,188098,1541.8,0.025,OK,
КР778_1.pdf,53,81743,1542.3,0.019,OK,
КР983_1.pdf,101,155897,1543.5,0.01,OK,
КР988_1.pdf,153,236253,1544.1,0.007,OK,
КР132_2.pdf,94,145265,1545.4,0.011,OK,
КР392_3.pdf,93,143806,1546.3,0.043,OK,
КР770_1.pdf,66,102098,1546.9,0.015,OK,
КР347_2.pdf,71,109846,1547.1,0.014,OK,
КР112_2.pdf,68,105223,1547.4,0.044,OK,
КР978_1.pdf,71,109911,1548.0,0.014,OK,
КР654_2.pdf,135,209030,1548.4,0.022,OK,
КР562_3.pdf,75,116195,1549.3,0.0,OK,
КР529_2.pdf,278,431238,1551.2,0.018,OK,
КР793_1.pdf,94,145835,1551.4,0.021,OK,
КР866_1.pdf,60,93091,1551.5,0.017,OK,
КР750_1.pdf,121,187791,1552.0,0.0,OK,
КР900_1.pdf,99,153867,1554.2,0.0,OK,
КР234_2.pdf,78,121296,1555.1,0.0,OK,
КР532_5.pdf,75,116634,1555.1,0.0,OK,
КР396_4.pdf,118,183586,1555.8,0.0,OK,
КР44_3.pdf,61,94956,1556.7,0.0,OK,
КР11_3.pdf,126,196170,1556.9,0.008,OK,
КР170_3.pdf,102,158880,1557.6,0.02,OK,
КР726_2.pdf,91,141896,1559.3,0.088,OK,
КР380_3.pdf,80,124822,1560.3,0.025,OK,
КР801_1.pdf,73,113902,1560.3,0.014,OK,
КР669_2.pdf,56,87388,1560.5,0.018,OK,
КР261_2.pdf,88,137337,1560.6,0.023,OK,
КР959_1.pdf,54,84292,1561.0,0.019,OK,
КР162_3.pdf,66,103034,1561.1,0.015,OK,
КР777_1.pdf,57,88997,1561.4,0.018,OK,
КР1033_1.pdf,194,303414,1564.0,0.0,OK,
КР861_1.pdf,51,79786,1564.4,0.0,OK,
КР537_3.pdf,78,122035,1564.6,0.013,OK,
КР382_2.pdf,244,381894,1565.1,0.004,OK,
КР862_1.pdf,44,68879,1565.4,0.0,OK,
КР942_1.pdf,79,123673,1565.5,0.038,OK,
КР911_1.pdf,74,115888,1566.1,0.014,OK,
КР264_2.pdf,99,155105,1566.7,0.02,OK,
КР894_1.pdf,79,123819,1567.3,0.0,OK,
КР1011_1.pdf,27,42346,1568.4,0.0,OK,
КР817_1.pdf,35,54893,1568.4,0.029,OK,
КР585_2.pdf,99,155320,1568.9,0.02,OK,
КР109_2.pdf,88,138081,1569.1,0.011,OK,
КР460_4.pdf,80,125570,1569.6,0.013,OK,
КР832_2.pdf,43,67497,1569.7,0.047,OK,
КР151_2.pdf,99,155421,1569.9,0.01,OK,
КР849_1.pdf,52,81638,1570.0,0.0,OK,
КР301_3.pdf,125,196391,1571.1,0.024,OK,
КР291_2.pdf,77,121062,1572.2,0.026,OK,
КР457_3.pdf,121,190295,1572.7,0.017,OK,
